State,District,Latitude,Longitude,Population,Male,Female,Male_Literate,Female_Literate,Households_with_Internet,Housholds_with_Electric_Lighting,Hindus,Sex Ratio,Literacy Rate
Haryana,Bhiwani,28.728868064516128,76.02110225806452,1634445,866672,767773,643158,426713,5292,266244,1611031,89,65
Haryana,Faridabad,28.14873109756098,77.32718536585368,1809733,966110,843623,734940,537799,43437,333171,1588407,87,70
Haryana,Fatehabad,29.57298318584072,75.54608716814157,942011,495360,446651,327471,230107,3210,153301,779243,90,59
Haryana,Gurgaon,28.043894789579163,77.01935130260523,1514432,816690,697742,638666,472450,67087,305751,1408801,85,73
Haryana,Hisar,29.23628731117825,75.84324682779452,1743931,931562,812369,670200,444111,10132,285004,1701061,87,64
Haryana,Jhajjar,28.59651868131869,76.61137142857145,958405,514667,443738,399480,276611,5034,168558,945693,86,71
Haryana,Jind,29.45149821958457,76.29598575667653,1334152,713006,621146,502049,330709,5263,222462,1276669,87,62
Haryana,Kaithal,29.96068539094649,76.37698930041155,1074304,571003,503301,385782,260747,3724,187349,974520,88,60
Haryana,Karnal,29.703200647249204,76.87488025889972,1505324,797712,707612,564516,413497,11163,267223,1341002,89,65
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,964655,510976,453679,370828,276065,7356,171908,805175,89,67
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,922088,486665,435423,380440,249815,2624,135455,913251,89,68
Haryana,Panchkula,30.700897142857134,76.97173238095236,561293,299679,261614,229862,175456,18615,103455,490702,87,72
Haryana,Panipat,29.34352134146342,76.92895914634147,1205437,646857,558580,464136,322463,10024,209965,1083936,86,65
Haryana,Rewari,28.19164714828897,76.55956007604564,900332,474335,425997,375453,261494,5121,152651,889133,90,71
Haryana,Rohtak,28.892517647058817,76.53123235294117,1061204,568479,492725,436025,311557,8482,193120,1043887,87,70
Haryana,Sirsa,29.63583446327684,74.90970480225988,1295189,682582,612607,456968,325929,6287,215527,940255,90,60
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,519080,261320,257760,186064,137778,1615,96082,479782,99,62
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,454768,217070,237698,180555,177536,2521,104120,449412,110,79
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,1104285,593537,510748,408125,245174,1196,55929,1010014,86,59
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,454768,217070,237698,180555,177536,2521,104120,449412,110,79
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,1104285,593537,510748,408125,245174,1196,55929,1010014,86,59
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,1510075,750591,759484,606443,546197,8053,330081,1461140,101,76
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,84121,46249,37872,36697,24002,354,17865,64732,82,72
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,437903,225452,212451,174550,133122,2623,91322,415669,94,70
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,999777,498065,501712,393669,330078,5333,214491,981412,101,72
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,814010,425039,388971,342846,269796,9177,172754,791449,92,75
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,529855,276289,253566,205617,157028,2220,91509,476830,92,68
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,580320,308754,271566,244372,184206,5250,119866,548579,88,74
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,521173,263692,257481,213281,186434,2412,105929,480138,98,77
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,409936,213641,196295,138620,80463,596,61831,187621,92,53
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,1529958,813821,716137,641916,495219,19905,294739,1289240,88,74
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,140802,77785,63017,56301,29935,235,15824,10341,81,61
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,616435,326109,290326,228499,160705,1443,109422,540063,89,63
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,560440,293064,267376,178326,115632,1537,73629,13840,91,52
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,476835,251899,224936,163333,98391,346,62900,32604,89,55
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,1236829,651124,585705,431746,316838,16413,165403,42540,90,61
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,554985,296784,258201,197543,124811,1214,73999,489044,87,58
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,2062330,1072807,989523,759088,514432,9754,274726,1636460,92,62
Jharkhand,Chatra,24.11619945750453,84.93295804701627,1042886,533935,508951,303902,206159,590,27037,903179,95,49
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,1492073,775022,717051,489837,303701,1944,130193,1165140,93,53
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,2684487,1405956,1278531,1014950,707254,11568,427173,2149480,91,64
Jharkhand,Dumka,24.275006125574265,87.27662450229711,1321442,668514,652928,406275,266134,1193,62110,1044726,98,51
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,1322784,683575,639209,405161,248315,565,29373,1104475,94,49
Jharkhand,Giridih,24.30578509874329,86.08710915619386,2445474,1258098,1187376,783736,469739,1944,125431,1856202,94,51
Jharkhand,Godda,24.8189,87.2941735483871,1313551,677927,635624,376212,228307,874,43230,937126,94,46
Jharkhand,Gumla,23.078532948929148,84.55056787479396,1025213,514390,510823,321795,237925,831,31687,309563,99,55
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,791042,404830,386212,258260,168052,808,49419,550560,95,54
Jharkhand,Latehar,23.72511185840708,84.48298743362837,726978,369666,357312,209706,140976,340,38194,473049,97,48
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,461790,232629,229161,149568,110139,351,28769,112378,99,56
Jharkhand,Pakur,24.57260428082189,87.69691969178076,900422,452661,447761,206989,145892,328,31414,410127,99,39
Jharkhand,Palamu,24.196925968109337,84.20310842824594,1939869,1006302,933567,621706,402857,2155,68238,1683169,93,53
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,2914253,1494937,1419316,1085244,826189,22538,350908,1612239,95,66
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,1150567,589391,561176,287303,195960,591,34879,628044,95,42
Jharkhand,Simdega,22.608760391198054,84.59193691931536,599578,300309,299269,191991,151492,423,16865,201524,100,57
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,1889752,950111,939641,641388,472024,3745,301389,1634229,99,59
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,990923,509172,481751,385311,303438,3729,214253,890429,95,70
Karnataka,Belgaum,16.16107219152853,74.72329042357275,4779661,2423063,2356598,1725548,1326484,17560,808827,4038331,97,64
Karnataka,Bellary,15.074377548209377,76.47228471074374,2452595,1236954,1215641,813440,608181,9626,440374,2103633,98,58
Karnataka,Bidar,17.950361730769224,77.19459961538459,1703300,870665,832635,597198,445475,3971,271439,1289709,96,61
Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,54076,32843,117,12516,245151,98,34
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,730566,517702,4987,326594,1786830,96,57
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,1137961,566622,571339,438257,380088,4510,238505,1004553,101,72
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,1659456,840843,818613,607188,480204,5711,307257,1520553,97,66
Karnataka,Davanagere,14.330414586709884,75.91723841166937,1945497,986400,959097,720637,587903,7320,372671,1658465,97,67
Karnataka,Dharwad,15.343831376975173,75.13831264108359,1847023,937206,909817,711776,589888,15013,347962,1390020,97,70
Karnataka,Gadag,15.507128256880746,75.64861302752298,1064570,537147,527423,397178,302999,3373,198064,907750,98,66
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,2566326,1301755,1264571,828359,599009,9752,404767,2011014,97,56
Karnataka,Hassan,12.945098749999998,76.11049549999997,1776421,883667,892754,668836,556420,4851,400702,1630814,101,69
Karnataka,Haveri,14.737582809224318,75.3961230607966,1597668,819128,778540,603793,481650,2456,295937,1281878,95,68
Karnataka,Kodagu,12.39684468085106,75.79336595744688,554519,274608,279911,215302,197575,3308,113931,448986,102,74
Karnataka,Kolar,13.312799881235172,78.01376947743476,1536401,776396,760005,564110,452109,5051,309494,1305431,98,66
Karnataka,Koppal,15.651253271028034,76.1617048598131,1389920,699926,689994,468785,340300,2135,223166,1218024,99,58
Karnataka,Mandya,12.574901806239744,76.81570098522172,1805769,905085,900684,638668,510981,3367,391033,1712695,100,64
Karnataka,Mysore,12.248100259403367,76.52881802853437,3001127,1511600,1489527,1063766,898414,28397,640868,2631985,99,65
Karnataka,Raichur,16.050795353982295,76.87368606194688,1928812,964511,964301,577213,402556,5200,314547,1634062,100,51
